id,公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,分公司核准設立日期,分公司最後核准變更日期,Address,Response_Address,Response_X,Response_Y,縣市,商店名稱
16764,23060248,全家便利商店股份有限公司,90890855,新北市第一○二七分公司,新北市土城區員林里龍山一街17號、19號,1,1100420,       ,新北市土城區員林里龍山一街17號、19號,新北市土城區員林里2鄰龍山一街17號,295175.216,2763293.671,新北市,全家
16765,23060248,全家便利商店股份有限公司,90890877,台南市第二七二分公司,臺南市東區關聖里裕平路15號,1,1100421,       ,臺南市東區關聖里裕平路15號,臺南市東區關聖里11鄰裕平路15號,171968.48,2542845.37,臺南市,全家
16766,23060248,全家便利商店股份有限公司,90890882,新北市第一○二八分公司,新北市中和區連和里中山路二段291號1樓,1,1100419,       ,新北市中和區連和里中山路二段291號1樓,新北市中和區連和里17鄰中山路二段291號,300079.641,2766114.978,新北市,全家
16767,23060248,全家便利商店股份有限公司,91079531,新北市第一○三七分公司,新北市瑞芳區龍潭里明燈路3段84號1樓,1,1100518,       ,新北市瑞芳區龍潭里明燈路3段84號1樓,新北市瑞芳區龍潭里9鄰明燈路三段84號,331257.532,2778015.819,新北市,全家
16768,23060248,全家便利商店股份有限公司,91079639,桃園市第四六二分公司,桃園市龍潭區龍潭里東龍路202號1樓,1,1100520,       ,桃園市龍潭區龍潭里東龍路202號1樓,桃園市龍潭區龍潭里22鄰東龍路202號,271674.87,2750762.02,桃園市,全家
16769,23060248,全家便利商店股份有限公司,91079737,高雄市第四○五分公司,高雄市左營區自助里鼓山三路389號,1,1100520,       ,高雄市左營區自助里鼓山三路389號,高雄市左營區自助里19鄰鼓山三路389號,176572.64,2508091.649,高雄市,全家
16770,23060248,全家便利商店股份有限公司,91079808,桃園市第四六四分公司,桃園市龜山區樂善里華亞三路39巷2號1樓,1,1100524,       ,桃園市龜山區樂善里華亞三路39巷2號1樓,桃園市龜山區樂善里6鄰華亞三路39巷2號,288468.859,2771264.83,桃園市,全家
16771,23060248,全家便利商店股份有限公司,91079814,新北市第一○三八分公司,新北市林口區林口里中正路100號1樓、2樓,1,1100524,       ,新北市林口區林口里中正路100號1樓、2樓,新北市林口區林口里19鄰中正路100號,289741.299,2774399.831,新北市,全家
16772,23060248,全家便利商店股份有限公司,91079856,高雄市第四O六分公司,高雄市左營區光輝里後昌路669號、671號、673號、675號1樓及2樓,1,1100527,       ,高雄市左營區光輝里後昌路669號、671號、673號、675號1樓及2樓,高雄市左營區光輝里16鄰後昌路669號,177863.986,2512164.839,高雄市,全家
16773,23060248,全家便利商店股份有限公司,91080164,桃園市第四六五分公司,桃園市八德區興仁里中山路219號1樓,1,1100527,       ,桃園市八德區興仁里中山路219號1樓,桃園市八德區興仁里6鄰中山路219號,278772.31,2757520.49,桃園市,全家
16774,23060248,全家便利商店股份有限公司,91080170,彰化縣第一二九分公司,彰化縣員林市新生里員鹿路52號,1,1100527,       ,彰化縣員林市新生里員鹿路52號,彰化縣員林市新生里4鄰員鹿路52號,206017.57,2650266.779,彰化縣,全家
16775,23060248,全家便利商店股份有限公司,91080241,桃園市第四六三分公司,桃園市龜山區中興里萬壽路二段1233號、1235號1樓,1,1100528,       ,桃園市龜山區中興里萬壽路二段1233號、1235號1樓,桃園市龜山區中興里27鄰萬壽路二段1233號,283218.9,2765036.23,桃園市,全家
16777,23060248,全家便利商店股份有限公司,96971279,富康分公司,臺北市南港區富康街86號1樓,1,0850116,1060217,臺北市南港區富康街86號1樓,臺北市南港區新富里8鄰富康街86號,312251.104,2771672.759,臺北市,全家
16779,23060248,全家便利商店股份有限公司,96971290,林口醒吾分公司,新北市林口區東林村粉寮路1段66號1樓,1,0850116,1060217,新北市林口區東林村粉寮路1段66號1樓,新北市林口區東林里9鄰粉寮路一段66號,290062.053,2774556.847,新北市,全家
16780,23060248,全家便利商店股份有限公司,96971307,鳳山新富分公司,高雄市鳳山區新富路３９８號１樓,1,0850116,0920602,高雄市鳳山區新富路３９８號１樓,高雄市鳳山區新強里20鄰新富路398號,182574.91,2501558.399,高雄市,全家
16781,23060248,全家便利商店股份有限公司,96973446,新店安和分公司,新北市新店區安和路三段155巷2號、157號1樓,1,0850215,1060217,新北市新店區安和路三段155巷2號、157號1樓,新北市新店區永平里16鄰安和路三段153號,302145.054,2764279.216,新北市,全家
16782,23060248,全家便利商店股份有限公司,96973451,新莊福壽分公司,新北市新莊區和平里中原路45號1樓,1,0850215,1060217,新北市新莊區和平里中原路45號1樓,新北市新莊區和平里19鄰中原路45號,296221.612,2771862.734,新北市,全家
16783,23060248,全家便利商店股份有限公司,96973467,台中光明分公司,臺中市西屯區臺灣大道三段730號、732號、736號,1,0850215,1050913,臺中市西屯區臺灣大道三段730號、732號、736號,臺中市西屯區至善里17鄰臺灣大道三段730號,213113.681,2674026.873,臺中市,全家
16784,23060248,全家便利商店股份有限公司,96973473,鳳山中崙分公司,高雄市鳳山區老爺里中崙肆路１號１樓,1,0850215,0920602,高雄市鳳山區老爺里中崙肆路１號１樓,高雄市鳳山區老爺里30鄰興隆街1號,182623.359,2500820.93,高雄市,全家
16785,23060248,全家便利商店股份有限公司,96973699,延孝分公司,臺北市大安區延吉街135號之3，1樓,1,0850228,1060217,臺北市大安區延吉街135號之3，1樓,臺北市大安區華聲里15鄰延吉街135之5號,305949.838,2770564.927,臺北市,全家
16790,23060248,全家便利商店股份有限公司,96974769,宏大分公司,臺北市松山區敦化北路155巷3號1樓,1,0850320,1060217,臺北市松山區敦化北路155巷3號1樓,臺北市松山區中華里16鄰敦化北路155巷3號,305473.592,2771894.245,臺北市,全家
16792,23060248,全家便利商店股份有限公司,96974867,大理分公司,臺北市松山區光復北路11巷50號1樓,1,0850321,1060215,臺北市松山區光復北路11巷50號1樓,臺北市松山區吉祥里21鄰光復北路11巷50號,306500.492,2771411.305,臺北市,全家
